name,service_type,lat,lng,phone,phone_source,address,district,state,country,postcode,operator,source,last_verified
Winete GmbH,car_repair,51.4328333,6.7924149,112,fallback,138 Mülheimer Straße,Duisburg,Canillo,DE,47057,,osm_enriched,2026-05-26T10:32:05.929487+00:00
Feuerwache 31 (Steele),fire_station,51.4456453,7.0837652,112,fallback,6 Ruhrbruchshof,Essen,Canillo,DE,45276,,osm_enriched,2026-05-26T10:32:05.929487+00:00
Freiwillige Feuerwehr Blankenhagen,fire_station,51.677899,9.8416373,112,fallback,,El Tarter,Canillo,AD,,,osm_enriched,2026-05-26T10:32:05.929487+00:00
Jan Schweers,car_repair,53.0885223,8.5838265,112,fallback,,El Tarter,Canillo,AD,,,osm_enriched,2026-05-26T10:32:05.929487+00:00
Johanniter-Kliniken Hamm,hospital,51.6791169,7.8181886,492381180,real,13 - 19 Nassauerstraße,Hamm,Canillo,DE,59065,,osm_enriched,2026-05-26T10:32:05.929487+00:00
KKU Betriebsfeuerwehr,fire_station,53.4300124,8.4759764,112,fallback,,El Tarter,Canillo,AD,,,osm_enriched,2026-05-26T10:32:05.929487+00:00
Winkelmann,car_repair,52.3305938,9.2441068,49572182820,real,10 Allerfeld,Lüdersfeld,Canillo,AD,31702,,osm_enriched,2026-05-26T10:32:05.929487+00:00
Böger Lack-& Karosserieservice,car_repair,52.3303614,9.2452305,112,fallback,7 Allerfeld,El Tarter,Canillo,AD,,,osm_enriched,2026-05-26T10:32:05.929487+00:00
KFZ-Werkstatt Etterich,car_repair,52.3254984,9.2478958,112,fallback,5 Vornhagen,El Tarter,Canillo,AD,,,osm_enriched,2026-05-26T10:32:05.929487+00:00
Medizinisches Zentrum Hiddesen,hospital,51.924088,8.8445946,112,fallback,1 Theodor-Heuss-Straße,Detmold,Canillo,DE,32760,Deutsche Telekom AG,osm_enriched,2026-05-26T10:32:05.929487+00:00
Autoservice Özer,car_repair,51.1891515,6.6874305,112,fallback,75 Jülicher Straße,Neuss,Canillo,DE,41464,,osm_enriched,2026-05-26T10:32:05.929487+00:00
GAG Racing Team,car_repair,51.4260182,7.1190901,112,fallback,279 Worringstraße,Essen,Canillo,DE,45289,,osm_enriched,2026-05-26T10:32:05.929487+00:00
Freiwillige Feuerwehr Steinhagen,fire_station,52.007819,8.4172745,112,fallback,2 Rathausstraße,Steinhagen,Canillo,DE,33803,,osm_enriched,2026-05-26T10:32:05.929487+00:00
Pit Stop,car_repair,53.1063305,8.7773296,112,fallback,250 Waller Heerstraße,Bremen,Canillo,DE,28219,,osm_enriched,2026-05-26T10:32:05.929487+00:00
"Freiwillige Feuerwehr Detmold, LG Hiddesen",fire_station,51.9251505,8.8493266,112,fallback,1 Katerallee,Detmold,Canillo,AD,32760,,osm_enriched,2026-05-26T10:32:05.929487+00:00
A.T.U,car_repair,52.4281152,9.4154763,4950316978851,real,,El Tarter,Canillo,AD,,A.T.U Auto-Teile-Unger GmbH & Co. KG,osm_enriched,2026-05-26T10:32:05.929487+00:00
Esso Busch,fuel,51.0927564,6.5627885,49218140991,real,55 Jülicher Straße,Grevenbroich,Canillo,DE,41515,Esso,osm_enriched,2026-05-26T10:32:05.929487+00:00
HEM,fuel,51.0895783,6.5818564,492181161766,real,12 Bergheimer Straße,Grevenbroich,Canillo,DE,41515,Tamoil,osm_enriched,2026-05-26T10:32:05.929487+00:00
Freiwillige Feuerwehr Petershagen - Löschgruppe Schlüsselburg,fire_station,52.4822862,9.0703573,112,fallback,35 Hohe Straße,Petershagen,Canillo,DE,32469,,osm_enriched,2026-05-26T10:32:05.929487+00:00
Dr. Peter Schüngel,hospital,51.9333335,8.8750853,112,fallback,15 Benekestraße,Detmold,Canillo,DE,32756,,osm_enriched,2026-05-26T10:32:05.929487+00:00
Dr. Mengen,hospital,51.9312254,8.8669324,112,fallback,32 Bandelstraße,Detmold,Canillo,AD,32756,,osm_enriched,2026-05-26T10:32:05.929487+00:00
Freiwillige Feuerwehr Loxstedt - Ortsfeuerwehr Ueterlande/Overwarfe,fire_station,53.4730311,8.5453219,112,fallback,74 Oldenburger Straße,Loxstedt,Canillo,AD,27612,Gemeinde Loxstedt,osm_enriched,2026-05-26T10:32:05.929487+00:00
Polizeistation Landesbergen,police,52.5557501,9.1260729,495025946840,real,12 Feldstraße,Landesbergen,Canillo,AD,31628,,osm_enriched,2026-05-26T10:32:05.929487+00:00
Feuerwehr Landesbergen,fire_station,52.5566144,9.1268505,112,fallback,16 Vagesweg,El Tarter,Canillo,AD,,Feuerwehr SG Mittelweser,osm_enriched,2026-05-26T10:32:05.929487+00:00
Knubel,car_repair,51.9967448,6.9145584,112,fallback,,El Tarter,Canillo,AD,,,osm_enriched,2026-05-26T10:32:05.929487+00:00
Ingenhorst,car_repair,52.0009886,6.9152032,112,fallback,82 Mühlenstraße,Stadtlohn,Canillo,DE,48703,,osm_enriched,2026-05-26T10:32:05.929487+00:00
Werkstattzentrum Polizei,police,51.9260424,8.8928016,112,fallback,,El Tarter,Canillo,AD,,,osm_enriched,2026-05-26T10:32:05.929487+00:00
Markant,fuel,51.6685714,7.6411498,112,fallback,21 Horster Straße,Werne,Canillo,DE,59368,,osm_enriched,2026-05-26T10:32:05.929487+00:00
Unnamed fire_station,fire_station,51.7659745,9.541614,112,fallback,9 Borngraben,Holzminden,Canillo,DE,37603,,osm_enriched,2026-05-26T10:32:05.929487+00:00
Werkfeuerwehr,fire_station,51.9007488,7.6506857,112,fallback,1 Glasuritstraße,Münster,Canillo,DE,48165,BASF Coatings AG,osm_enriched,2026-05-26T10:32:05.929487+00:00
Avia Station Vogt,fuel,51.577249,6.768708,112,fallback,17 Stolze-Schrey-Straße,Dinslaken,Canillo,AD,46539,Avia,osm_enriched,2026-05-26T10:32:05.929487+00:00
Meiderich Bahnhof - Gesundheitszentrum,hospital,51.4683172,6.7799749,112,fallback,10 Am Bahnhof,Duisburg,Canillo,DE,47137,,osm_enriched,2026-05-26T10:32:05.929487+00:00
"Freiwillige Feuerwehr Bielefeld, LA Heepen",fire_station,52.0316586,8.6124242,112,fallback,34 Rüggesiek,Bielefeld,Canillo,DE,33719,Stadt Bielefeld,osm_enriched,2026-05-26T10:32:05.929487+00:00
FTZ Schleswig-Flensburg,fire_station,54.5372701,9.5754823,112,fallback,,El Tarter,Canillo,AD,,,osm_enriched,2026-05-26T10:32:05.929487+00:00
Gesundheitszentrum,hospital,51.6396886,7.2643026,112,fallback,15 Ludwigstraße,Oer-Erkenschwick,Canillo,DE,45739,,osm_enriched,2026-05-26T10:32:05.929487+00:00
bft,fuel,51.3211939,9.1812542,112,fallback,32A Kurfürstenstraße,Wolfhagen,Canillo,AD,34466,Karl-Heinz Roppel,osm_enriched,2026-05-26T10:32:05.929487+00:00
"Freiwillige Feuerwehr Detmold, LZ Süd",fire_station,51.8951747,8.8802991,112,fallback,3 Schlehenweg,Detmold,Canillo,DE,32760,Stadt Detmold,osm_enriched,2026-05-26T10:32:05.929487+00:00
pitstop,car_repair,51.2023595,6.6832569,492131957549,real,5a Gielenstraße,Neuss,Canillo,DE,41460,,osm_enriched,2026-05-26T10:32:05.929487+00:00
Buning,car_repair,52.0717295,6.9110532,112,fallback,,El Tarter,Canillo,AD,,,osm_enriched,2026-05-26T10:32:05.929487+00:00
Autoservice Volkspark,car_repair,53.5775417,9.919631,112,fallback,26 Schnackenburgallee,Hamburg,Canillo,DE,22525,Thorsten Bredenow,osm_enriched,2026-05-26T10:32:05.929487+00:00
Bosch Car Service Koberger GmBH,car_repair,53.5731047,9.9246982,494080040841,real,9 Rondenbarg,Hamburg,Canillo,DE,22525,Koberger GmbH,osm_enriched,2026-05-26T10:32:05.929487+00:00
Feuerwehrhaus und Rettungswache Verl,fire_station,51.8811164,8.5109498,112,fallback,4 Florianweg,Verl,Canillo,DE,33415,,osm_enriched,2026-05-26T10:32:05.929487+00:00
A.T.U,car_repair,51.9850712,9.8076876,495181851887,real,48 Hannoversche Straße,Alfeld (Leine),Canillo,DE,31061,A.T.U Auto-Teile-Unger GmbH & Co. KG,osm_enriched,2026-05-26T10:32:05.929487+00:00
Wächter,car_repair,51.9331974,8.918604,495231308440,real,4 Lise-Meitner-Straße,Detmold,Canillo,AD,32760,,osm_enriched,2026-05-26T10:32:05.929487+00:00
Freiwillige Feuerwehr Klint,fire_station,53.6312571,9.2078256,112,fallback,,El Tarter,Canillo,AD,,,osm_enriched,2026-05-26T10:32:05.929487+00:00
Total,fuel,51.4647798,7.3214256,49234286628,real,279 Hauptstraße,Bochum,Canillo,AD,44892,TOTAL,osm_enriched,2026-05-26T10:32:05.929487+00:00
Gabriela Mielchen,hospital,51.9216212,8.9000341,112,fallback,134a Hornsche Straße,Detmold,Canillo,AD,32760,,osm_enriched,2026-05-26T10:32:05.929487+00:00
"Freiwillige Feuerwehr Detmold, LG Remmighausen",fire_station,51.9154724,8.9137166,112,fallback,102 Remmighauser Straße,Detmold,Canillo,AD,32760,,osm_enriched,2026-05-26T10:32:05.929487+00:00
Esso,fuel,51.4942355,6.8284243,49208651001,real,7 Westmarkstraße,Oberhausen,Canillo,AD,46149,Esso,osm_enriched,2026-05-26T10:32:05.929487+00:00
Feuerwehr Werther LZ Häger,fire_station,52.0952871,8.4511964,112,fallback,46 Auf der Bleeke,Werther (Westf.),Canillo,DE,33824,,osm_enriched,2026-05-26T10:32:05.929487+00:00
Sozialpädiatrisches Zentrum Hannover,hospital,52.3598308,9.7758517,112,fallback,8 Janusz-Korczak-Allee,Hannover,Canillo,DE,30173,,osm_enriched,2026-05-26T10:32:05.929487+00:00
Freiwillige Feuerwehr Hitdorf,fire_station,51.0582073,6.9228525,112,fallback,111 Hitdorfer Straße,Leverkusen,Canillo,AD,51371,Stadt Leverkusen,osm_enriched,2026-05-26T10:32:05.929487+00:00
Aral,fuel,53.6155244,9.9517872,4940585456,real,200 Kollaustraße,Hamburg,Canillo,DE,22453,Aral AG,osm_enriched,2026-05-26T10:32:05.929487+00:00
Autozentum Ebber GmbH,car_repair,51.7875538,6.1447349,112,fallback,9 Kalkarer Straße,Kleve,Canillo,DE,47533,,osm_enriched,2026-05-26T10:32:05.929487+00:00
Reifen Polth,car_repair,51.78797,6.1473129,112,fallback,2 Bartelgasse,Kleve,Canillo,DE,47533,Reifen Polth,osm_enriched,2026-05-26T10:32:05.929487+00:00
Bosch Service Beyerinck GmbH,car_repair,51.7877222,6.1443496,112,fallback,1-5 Kalkarer Straße,Kleve,Canillo,DE,47533,,osm_enriched,2026-05-26T10:32:05.929487+00:00
Jet,fuel,51.7854895,6.147682,112,fallback,49 Kalkarer Straße,Kleve,Canillo,DE,47533,jet,osm_enriched,2026-05-26T10:32:05.929487+00:00
Freiwillige Feuerwehr Gangelt - Löscheinheit Schierwaldenrath,fire_station,51.0173401,6.0395075,112,fallback,30A Palz,Gangelt,Canillo,DE,52538,,osm_enriched,2026-05-26T10:32:05.929487+00:00
Gemeinschaftspraxis an der Linde,hospital,51.0127667,6.0489977,4924546600,real,37 Starzend,Gangelt,Canillo,DE,52538,Peter Heuter und Dr. med. Philip Törnberg,osm_enriched,2026-05-26T10:32:05.929487+00:00
Aral,fuel,51.9676552,7.6137974,112,fallback,1-3 Steinfurter Straße,Münster,Canillo,DE,48149,Thomas Skurski,osm_enriched,2026-05-26T10:32:05.929487+00:00
Die Autowerkstatt am Funkturm,car_repair,54.5314982,9.5284134,49462133388,real,7 Lattenkamp,Schleswig,Canillo,DE,24837,,osm_enriched,2026-05-26T10:32:05.929487+00:00
Freiwillige Feuerwehr Gangelt - Löscheinheit Birgden,fire_station,51.0077661,6.0503673,112,fallback,2 Großer Pley,Gangelt,Canillo,DE,52538,,osm_enriched,2026-05-26T10:32:05.929487+00:00
Praxis Dr.med.Viktoria Jacobi Fachärztin für Dermatologie,hospital,53.4167724,7.7384028,4949445707,real,142 Hauptstraße,Wiesmoor,Canillo,DE,26639,,osm_enriched,2026-05-26T10:32:05.929487+00:00
Emigholz,car_repair,52.9212092,9.2861904,112,fallback,,El Tarter,Canillo,AD,,,osm_enriched,2026-05-26T10:32:05.929487+00:00
Feuerwehr Ohmstede,fire_station,53.1643504,8.2526559,4944198482941,real,2 Elsflether Straße,Oldenburg,Canillo,AD,26125,,osm_enriched,2026-05-26T10:32:05.929487+00:00
Wohlfühlhaus 1.0,hospital,51.5356361,6.4284446,112,fallback,16 Weseler Straße,Issum,Canillo,DE,47661,,osm_enriched,2026-05-26T10:32:05.929487+00:00
"Freiwillige Feuerwehr Detmold, LG Diestelbruch",fire_station,51.9353932,8.9471607,112,fallback,5 Dörenwaldstraße,Detmold,Canillo,DE,32760,Stadt Detmold,osm_enriched,2026-05-26T10:32:05.929487+00:00
SB Deim Tank,fuel,51.8974277,7.4225419,112,fallback,7 Weseler Straße,Nottuln,Canillo,DE,48301,FreieTankstelle Deim,osm_enriched,2026-05-26T10:32:05.929487+00:00
Reifen-Service SSK,car_repair,52.5923101,8.3457591,495441928110,real,2 Siemensstraße,Diepholz,Canillo,DE,49356,,osm_enriched,2026-05-26T10:32:05.929487+00:00
AK Kaarst Repair,car_repair,51.2159315,6.6304114,4917680634236,real,95 Bruchweg,Kaarst,Canillo,AD,41564,,osm_enriched,2026-05-26T10:32:05.929487+00:00
Feuer- und Rettungswache Kettwig,fire_station,51.3646854,6.9404028,112,fallback,20 Schulstraße,Essen,Canillo,DE,45219,Feuerwehr Essen,osm_enriched,2026-05-26T10:32:05.929487+00:00
Gebr. Schwarte Werkstatt,car_repair,53.4705377,7.4628219,112,fallback,,El Tarter,Canillo,AD,,,osm_enriched,2026-05-26T10:32:05.929487+00:00
A.T.U,car_repair,53.471002,7.4651299,112,fallback,29 Emder Straße,Aurich,Canillo,DE,26607,A.T.U Auto-Teile-Unger GmbH & Co. KG,osm_enriched,2026-05-26T10:32:05.929487+00:00
Freiwillige Feuerwehr Huje,fire_station,53.9749034,9.4367484,112,fallback,,El Tarter,Canillo,AD,,,osm_enriched,2026-05-26T10:32:05.929487+00:00
Polizeiinspektion Aurich,police,53.4672882,7.485604,110,fallback,1 Fischteichweg,Aurich,Canillo,DE,26603,,osm_enriched,2026-05-26T10:32:05.929487+00:00
Kreispolizeibehörde Paderborn,police,51.7163365,8.7385271,4952513060,real,60-62 Riemekestraße,Paderborn,Canillo,DE,33102,,osm_enriched,2026-05-26T10:32:05.929487+00:00
Flughafenfeuerwehr,fire_station,51.6139267,8.6244769,112,fallback,,El Tarter,Canillo,AD,,,osm_enriched,2026-05-26T10:32:05.929487+00:00
Feuerwehrzentrale Kreis Paderborn,fire_station,51.6080393,8.6154681,49295576760,real,34 Flughafenstraße,Büren,Canillo,DE,33142,Kreis Paderborn,osm_enriched,2026-05-26T10:32:05.929487+00:00
Sucht- und Substitutionsambulanz,hospital,51.6730996,8.3491747,112,fallback,20 Woldemei,Lippstadt,Canillo,DE,59555,,osm_enriched,2026-05-26T10:32:05.929487+00:00
Shell,fuel,51.5187823,7.4531146,112,fallback,,El Tarter,Canillo,AD,,Shell,osm_enriched,2026-05-26T10:32:05.929487+00:00
Freiwillige Feuerwehr Nortrup,fire_station,52.6098227,7.8588565,112,fallback,1 Kollriedenweg,Nortrup,Canillo,AD,49638,Samtgemeinde Artland,osm_enriched,2026-05-26T10:32:05.929487+00:00
Adolf Sieper,car_repair,51.2720084,7.2316301,492022816793,real,,El Tarter,Canillo,AD,,,osm_enriched,2026-05-26T10:32:05.929487+00:00
Psychotherapie,hospital,52.8226176,8.4777981,4944341332,real,7 Dorfstraße,Colnrade,Canillo,DE,27243,,osm_enriched,2026-05-26T10:32:05.929487+00:00
Shell,fuel,51.6431829,7.8445817,112,fallback,,El Tarter,Canillo,AD,,Shell,osm_enriched,2026-05-26T10:32:05.929487+00:00
Feuerwehr Neuharlingersiel,fire_station,53.6990201,7.7091129,112,fallback,10 Cliener Straat,Neuharlingersiel,Canillo,DE,26427,,osm_enriched,2026-05-26T10:32:05.929487+00:00
Löschzug 23 Groppenbruch,fire_station,51.5838162,7.3995199,112,fallback,99a Königsheide,Dortmund,Canillo,DE,44359,,osm_enriched,2026-05-26T10:32:05.929487+00:00
Fachklinik Im Deerth,hospital,51.3375788,7.448157,112,fallback,,El Tarter,Canillo,AD,,AWO Unterbezirk Hagen-Märkischer Kreis,osm_enriched,2026-05-26T10:32:05.929487+00:00
Jet,fuel,51.6059982,7.2025058,112,fallback,5 Kurt-Schumacher-Allee,Recklinghausen,Canillo,AD,,,osm_enriched,2026-05-26T10:32:05.929487+00:00
A.T.U,car_repair,51.609292,7.2072342,112,fallback,38 Dordrechtring,Recklinghausen,Canillo,AD,45657,,osm_enriched,2026-05-26T10:32:05.929487+00:00
KFZ Blank GmbH,car_repair,53.2304993,7.4353092,112,fallback,,El Tarter,Canillo,AD,,,osm_enriched,2026-05-26T10:32:05.929487+00:00
Feuer- und Rettungswache 1 Hamm,fire_station,51.6778233,7.7922668,112,fallback,45 Hafenstraße,Hamm,Canillo,DE,59067,,osm_enriched,2026-05-26T10:32:05.929487+00:00
Krankenhaus Maria-Hilf,hospital,51.3254581,6.5858315,4921513340,real,94 Oberdießemer Straße,Krefeld,Canillo,DE,,,osm_enriched,2026-05-26T10:32:05.929487+00:00
Autoservice Mueller,car_repair,53.7494423,9.6590072,112,fallback,17 Reichenstraße,Elmshorn,Canillo,DE,25336,,osm_enriched,2026-05-26T10:32:05.929487+00:00
Ford,car_repair,51.9396186,7.62994,4925170019,real,121 Dahlweg,Münster,Canillo,AD,48153,,osm_enriched,2026-05-26T10:32:05.929487+00:00
Aral,fuel,51.3220795,6.5911503,492151557780,real,210 Untergath,Krefeld,Canillo,DE,47805,Aral,osm_enriched,2026-05-26T10:32:05.929487+00:00
BOSCH Service Barlmeyer,car_repair,51.3800422,7.5138931,112,fallback,5 Rohrstraße,Hagen,Canillo,AD,58093,,osm_enriched,2026-05-26T10:32:05.929487+00:00
Unnamed fuel,fuel,52.6522486,8.4327473,112,fallback,,El Tarter,Canillo,AD,,,osm_enriched,2026-05-26T10:32:05.929487+00:00
Brzezina,fuel,52.6519191,8.4324524,495445767,real,1 Bremer Straße,Drebber,Canillo,DE,49457,Rolf Brzezina Mineraölhandel GmbH,osm_enriched,2026-05-26T10:32:05.929487+00:00
Raiffeisen,fuel,52.6517629,8.4270703,49544599790,real,14 Hauptstraße,Drebber,Canillo,DE,49457,RWG Groß Lessen-Diepholz eG,osm_enriched,2026-05-26T10:32:05.929487+00:00
Ärztehaus,hospital,53.0344819,8.8306684,112,fallback,11 Alfred-Faust-Straße,Bremen,Canillo,DE,28277,,osm_enriched,2026-05-26T10:32:05.929487+00:00
Helios Klinikum Krefeld,hospital,51.3206185,6.5675991,112,fallback,,El Tarter,Canillo,AD,,Helios Kliniken,osm_enriched,2026-05-26T10:32:05.929487+00:00
Tank Point,fuel,53.4774886,7.3992897,112,fallback,100 Auricher Straße,Südbrookmerland,Canillo,DE,26624,,osm_enriched,2026-05-26T10:32:05.929487+00:00
Unnamed car_repair,car_repair,53.4782144,7.3956618,112,fallback,,Südbrookmerland,Canillo,DE,26624,,osm_enriched,2026-05-26T10:32:05.929487+00:00
Score,fuel,53.477869,7.398002,112,fallback,96 Auricher Straße,Südbrookmerland,Canillo,DE,26624,,osm_enriched,2026-05-26T10:32:05.929487+00:00
KFZ Reparatur Upphoff & Saathoff,car_repair,53.4832966,7.3740354,112,fallback,5 Handelsring,Südbrookmerland,Canillo,DE,26624,,osm_enriched,2026-05-26T10:32:05.929487+00:00
A.T.U,car_repair,51.2988072,6.8336143,112,fallback,74a Kaiserswerther Straße,Ratingen,Canillo,DE,40878,A.T.U Auto-Teile-Unger GmbH & Co. KG,osm_enriched,2026-05-26T10:32:05.929487+00:00
Euromaster,car_repair,51.2977992,6.8290869,112,fallback,95 Kaiserswerther Straße,Ratingen,Canillo,DE,40880,,osm_enriched,2026-05-26T10:32:05.929487+00:00
Euromaster,car_repair,52.913014,9.252918,112,fallback,2 Max-Planck-Straße,Verden (Aller),Canillo,DE,27283,,osm_enriched,2026-05-26T10:32:05.929487+00:00
Unnamed hospital,hospital,52.9132373,9.233014,112,fallback,9 Rosenweg,Verden (Aller),Canillo,DE,27283,,osm_enriched,2026-05-26T10:32:05.929487+00:00
A.T.U,car_repair,53.2311787,7.4778513,112,fallback,15 Papenburger Straße,Leer (Ostfriesland),Canillo,DE,26789,A.T.U Auto-Teile-Unger GmbH & Co. KG,osm_enriched,2026-05-26T10:32:05.929487+00:00
Johanniter-Kliniken Hamm,hospital,51.6883631,7.8504702,492381181205,real,19 Knappenstraße,El Tarter,Canillo,AD,,Johanniter-Kliniken Hamm,osm_enriched,2026-05-26T10:32:05.929487+00:00
A.T.U,car_repair,51.9545856,8.8584218,495231961438,real,196 Lagesche Straße,Detmold,Canillo,AD,32756,A.T.U Auto-Teile-Unger GmbH & Co. KG,osm_enriched,2026-05-26T10:32:05.929487+00:00
Autoservice J&H GmbH,car_repair,51.9503622,8.8544543,112,fallback,19 Klingenbergstraße,Detmold,Canillo,AD,32758,,osm_enriched,2026-05-26T10:32:05.929487+00:00
Bauhaus Wilhelm,car_repair,51.812143,6.5519363,112,fallback,54 Schlavenhorst,Bocholt,Canillo,DE,46395,,osm_enriched,2026-05-26T10:32:05.929487+00:00
Praxis am Hogenkamp,hospital,53.7450397,9.6591846,494121461360,real,16 Hogenkamp,Elmshorn,Canillo,DE,25336,,osm_enriched,2026-05-26T10:32:05.929487+00:00
Autolackiererei Eilers,car_repair,53.2267027,7.4630995,4949120486665,real,6 Sägemühlenstraße,Leer (Ostfriesland),Canillo,DE,26789,,osm_enriched,2026-05-26T10:32:05.929487+00:00
Autodienst Fischer,car_repair,51.4484274,6.9944386,112,fallback,58 Münchener Straße,Essen,Canillo,AD,45145,,osm_enriched,2026-05-26T10:32:05.929487+00:00
Autoservice Schachtebeck GmbH / Hermeier,car_repair,51.562433,9.924637,4955121512,real,10a Reinhard-Rube-Straße,Göttingen,Canillo,AD,37077,,osm_enriched,2026-05-26T10:32:05.929487+00:00
Otte & Erz,car_repair,51.2080165,6.6807029,49213150291,real,2a Ripuarierstraße,Neuss,Canillo,DE,41462,Otte & Erz GmbH,osm_enriched,2026-05-26T10:32:05.929487+00:00
Reifen Schlebusch,car_repair,51.2077258,6.6802004,492131545350,real,2c Ripuarierstraße,Neuss,Canillo,DE,41462,Schlebusch GmbH,osm_enriched,2026-05-26T10:32:05.929487+00:00
KFZ-Schüler,car_repair,51.4780386,7.5324471,112,fallback,137 Berghofer Straße,Dortmund,Canillo,DE,44269,,osm_enriched,2026-05-26T10:32:05.929487+00:00
Jet,fuel,51.5313018,6.9295047,112,fallback,113 Gladbecker Straße,Bottrop,Canillo,DE,46236,Jet,osm_enriched,2026-05-26T10:32:05.929487+00:00
Drs. med. Sören-Christian Egger u. Monika Hassinger,hospital,51.9365493,8.8747125,112,fallback,33a Paulinenstraße,Detmold,Canillo,DE,32756,,osm_enriched,2026-05-26T10:32:05.929487+00:00
Junited Autoglas,car_repair,51.5271327,6.9277324,112,fallback,6 Lützowstraße,Bottrop,Canillo,DE,46236,,osm_enriched,2026-05-26T10:32:05.929487+00:00
Kühler Kneesch,car_repair,53.4709308,9.9527364,4940776113,real,78 Stader Straße,Hamburg,Canillo,DE,21075,Kühler-Kneesch GmbH & Co. KG,osm_enriched,2026-05-26T10:32:05.929487+00:00
Carglass Hamburg,car_repair,53.4713184,9.9447343,498000363636,real,138 Stader Straße,Hamburg,Canillo,DE,21075,,osm_enriched,2026-05-26T10:32:05.929487+00:00
Freiwillige Feuerwehr Elmshorn Feuerwache Nord,fire_station,53.7553332,9.6520362,112,fallback,31-33 Peterstraße,Elmshorn,Canillo,DE,25335,,osm_enriched,2026-05-26T10:32:05.929487+00:00
Frischkorn GmbH,car_repair,51.2966121,7.3249305,112,fallback,,El Tarter,Canillo,AD,,,osm_enriched,2026-05-26T10:32:05.929487+00:00
Auto-Haake GmbH,car_repair,53.593392,9.9338769,4940562839,real,81 Tierparkallee,Hamburg,Canillo,DE,22527,Dieter Löwenberg,osm_enriched,2026-05-26T10:32:05.929487+00:00
Löschzug 27 Lichtendorf,fire_station,51.4717265,7.5975979,112,fallback,47 Römerstraße,Dortmund,Canillo,DE,44289,,osm_enriched,2026-05-26T10:32:05.929487+00:00
Unnamed hospital,hospital,51.2968968,7.3312973,112,fallback,205 Kölner Straße,Ennepetal,Canillo,DE,58256,,osm_enriched,2026-05-26T10:32:05.929487+00:00
Werners Bike Service,car_repair,51.2972123,7.3326886,112,fallback,,El Tarter,Canillo,AD,,,osm_enriched,2026-05-26T10:32:05.929487+00:00
Esso,fuel,53.5659275,9.8966379,112,fallback,,El Tarter,Canillo,AD,,Esso Deutschland GmbH,osm_enriched,2026-05-26T10:32:05.929487+00:00
Star,fuel,51.6647142,7.8328164,112,fallback,,El Tarter,Canillo,AD,,,osm_enriched,2026-05-26T10:32:05.929487+00:00
Auto-Service-Pivitsheide,car_repair,51.955038,8.847958,4952313088101,real,15 Niemeierstraße,Detmold,Canillo,AD,32758,,osm_enriched,2026-05-26T10:32:05.929487+00:00
Aral,fuel,51.5484826,6.8512026,112,fallback,,El Tarter,Canillo,AD,,Aral,osm_enriched,2026-05-26T10:32:05.929487+00:00
Hechler & Schütz,car_repair,51.4194604,8.0430678,112,fallback,9 Niedereimerfeld,Arnsberg,Canillo,DE,59823,Hechler & Schütz,osm_enriched,2026-05-26T10:32:05.929487+00:00
Aral,fuel,51.519724,6.9311468,112,fallback,,El Tarter,Canillo,AD,,,osm_enriched,2026-05-26T10:32:05.929487+00:00
Bovrup brandstation,fire_station,54.9974847,9.5833334,112,fallback,,El Tarter,Canillo,AD,,,osm_enriched,2026-05-26T10:32:05.929487+00:00
Unnamed fire_station,fire_station,55.0138233,9.5671083,112,fallback,,El Tarter,Canillo,AD,,,osm_enriched,2026-05-26T10:32:05.929487+00:00
"Freiwillige Feuerwehr Bielefeld, LA Kupferhammer",fire_station,51.9890276,8.4842728,112,fallback,43a Kupferhammer,Bielefeld,Canillo,DE,33649,Stadt Bielefeld,osm_enriched,2026-05-26T10:32:05.929487+00:00
Reifen Fricke,car_repair,51.4315045,7.002887,112,fallback,,El Tarter,Canillo,AD,,,osm_enriched,2026-05-26T10:32:05.929487+00:00
Feuerwache 9 (Rüttenscheid),fire_station,51.4238955,7.0032822,112,fallback,26 Manfredstraße,Essen,Canillo,DE,45131,,osm_enriched,2026-05-26T10:32:05.929487+00:00
SB Tank,fuel,52.3182295,7.2227208,4959234425,real,7 Bahnhofstraße,Schüttorf,Canillo,DE,48465,Auto Janning,osm_enriched,2026-05-26T10:32:05.929487+00:00
Auto Schröder,car_repair,53.5379946,8.0438167,112,fallback,,El Tarter,Canillo,AD,,,osm_enriched,2026-05-26T10:32:05.929487+00:00
Löschgruppe Margarethenhöhe,fire_station,51.4261478,6.9757694,112,fallback,28 Lührmannwald,Essen,Canillo,DE,45149,Freiwillige Feuerwehr Essen,osm_enriched,2026-05-26T10:32:05.929487+00:00
Atrax,car_repair,51.1795133,6.6821502,4921313864501,real,11a Moselstraße,Neuss,Canillo,DE,41464,Atrax - Die Dienstleistungs GmbH,osm_enriched,2026-05-26T10:32:05.929487+00:00
Peter Kanthak Total Station,fuel,51.1679438,6.5910818,4921825272,real,2 Dieselstraße,Korschenbroich,Canillo,DE,41352,Total,osm_enriched,2026-05-26T10:32:05.929487+00:00
Freiwillige Feuerwehr Horst-Eiberg,fire_station,51.4434327,7.1168775,112,fallback,84b Schultenweg,Essen,Canillo,DE,45279,,osm_enriched,2026-05-26T10:32:05.929487+00:00
MVZ für Radiologie und Nuklearmedizin,hospital,51.2014122,6.689381,492131170170,real,1 Niederwallstraße,Neuss,Canillo,DE,41460,,osm_enriched,2026-05-26T10:32:05.929487+00:00
